Name,age,country,category,image,marital_status,Education,net_worth,Degree,age_bucket,first_name,Gender
Kylie Minogue,52.0,Australia,singers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/03/kylie-minogue1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Anglia Ruskin University (D.H.Sc.),75,Graduate,2,Kylie,female
Barry Manilow,77.0,United states,singers,https://static1.therichestimages.com/wordpress/wp-content/uploads/Barry-Manilow.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Eastern District High School,70,high school,3,Barry,male
Elvis Costello,66.0,United kingdom,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/Elvis-Costello.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University College London,70,,3,Elvis,male
Carole King,77.0,United states,singers,https://static1.therichestimages.com/wordpress/wp-content/uploads/Carole-King.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Syracuse University,70,,3,Carole,female
Bernie Taupin,70.0,United kingdom,singers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/05/Bernie_Taupin.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University College London,70,,3,Bernie,female
Joe Elliott,61.0,,singers,https://static1.therichestimages.com/wordpress/wp-content/uploads/Joe-Elliott.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,70,,3,Joe,male
Gary Barlow,50.0,United kingdom,singers,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/06/Gary-Barlow.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University College London,67,,2,Gary,male
Carly Simon,74.0,United states,singers,https://static3.therichestimages.com/wordpress/wp-content/uploads/Carly-Simon.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Riverdale Country School and Sarah Lawrence College,65,Graduate,3,Carly,female
Christine McVie,76.0,United kingdom,singers,https://static3.therichestimages.com/wordpress/wp-content/uploads/2018/11/christine-mcvie.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,An Art College in Birmingham,65,Graduate,3,Christine,female
Brad Paisley,48.0,United states,singers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/05/Brad-Paisley.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Belmont University, Mike Curb School of Music Business",65,Graduate,2,Brad,male
Queen Latifah,51.0,United states,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/Queen-Latifah.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,Irvington High School,60,high school,2,Queen,female
Ricky Martin,48.0,,singers,https://static1.therichestimages.com/wordpress/wp-content/uploads/rickyxxx.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,60,,2,Ricky,male
Aretha Franklin,79.0,United states,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/Aretha-Franklin.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Syracuse University,60,,3,Aretha,female
James Taylor,71.0,United states,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/James-Taylor.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Milton Academy, Elon University",60,Graduate,3,James,male
Annie Lennox,65.0,,singers,https://static2.therichestimages.com/wordpress/wp-content/uploads/Annie-Lennox.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,60,,3,Annie,female
Loretta Lynn,89.0,United states,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/Loretta-Lynn.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,60,,4,Loretta,female
Tori Amos,56.0,United states,singers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2018/07/Tori-Amos-1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Richard Montgomery High School,60,high school,2,Tori,female
Diane Warren,64.0,United states,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2018/05/Diane-Warren-1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,"Los Angeles Pierce College and California State University, Northridge",60,Graduate,3,Diane,female
Nathan Morris,48.0,United states,singers,https://static3.therichestimages.com/wordpress/wp-content/uploads/Nathan-Bartholomew.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,Philadelphia High School for the Creative and Performing Arts ,60,high school,2,Nathan,male
David Beckham,45.0,United kingdom,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2012/05/David-Beckham-New-Hairstyle-2012-david-beckham-30515174-1707-2560.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Bradenton Preparatory Academy (drop out) ,670,Graduate,2,David,male
Cristiano Ronaldo,36.0,,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2021/03/Face-of-Cristiano-Ronaldo-wearing-Portugal-national-team-shirt.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,in a relationship,,500,,1,Cristiano,male
Lionel Messi,33.0,,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2018/12/Lionel-Messi.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,J. P. Stevens High School,400,high school,1,Lionel,male
Dave Whelan,84.0,United kingdom,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/05/Dave_Whelan.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,University College London,210,,4,Dave,male
Neymar da Silva Santos Junior,29.0,Brazil,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/05/Neymar.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,"The University of Texas at Austin, Universidade Federal do Rio de Janeiro",185,,1,Neymar,others
Wayne Rooney,35.0,United kingdom,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2018/11/Wayne-Rooney.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,De La Salle Humanities College,160,Graduate,1,Wayne,male
Alexandre Pato,30.0,Brazil,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2014/07/Alexandre-Pato.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,"The University of Texas at Austin, Universidade Federal do Rio de Janeiro",145,,1,Alexandre,male
Francesco Totti,43.0,Italy,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2014/11/Francesco-Totti.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Perugia,101.6,,2,Francesco,male
Jose Mourinho,58.0,,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/08/Jose-Mourinho.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Technical University of Lisbon and Instituto Superior de Educação Física (ISEF),100,Graduate,2,Jose,male
Pele,80.0,Brazil,soccer-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/Pele.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"The University of Texas at Austin, Universidade Federal do Rio de Janeiro",100,,3,Pele,others
Philipp Lahm,36.0,Germany,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/04/Philipp-Lahm.jpeg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Ashford University,100,Graduate,1,Philipp,male
Eden Hazard,29.0,Belgium,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/08/Eden-Hazard.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,100,,1,Eden,female
Kaka,38.0,Brazil,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/05/Kaka-ricardo-kaka.gif?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Colegio Batista Brasileiro,100,Graduate,1,Kaka,others
Samuel Eto,40.0,,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/Samuel-Eto.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,95,,1,Samuel,male
Gareth Bale,30.0,United kingdom,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2013/09/Gareth-Bale.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,in a relationship,Whitchurch High School,90,high school,1,Gareth,male
Didier Drogba,43.0,,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2012/05/drogba_club.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,90,,2,Didier,male
Zlatan Ibrahimovic,39.0,,soccer-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/05/Zlatan_Ibrahimovic.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,90,,1,Zlatan,male
Ronaldinho,41.0,Brazil,soccer-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/05/ronaldinho-un-ancien-du-psg.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"The University of Texas at Austin, Universidade Federal do Rio de Janeiro",90,,2,Ronaldinho,others
Andres Iniesta,36.0,Spain,soccer-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/01/Andres-Iniesta-iPhone-mobile-HD-Wallpaper.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Spain's National Conservatory, Cristina Rota's New York School",86,,1,Andres,male
Sergio Ramos,35.0,Spain,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/01/Sergio-Ramos.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,in a relationship,"Sevilla Fútbol Club, S.A.D.",80,Graduate,1,Sergio,male
Arjen Robben,36.0,,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2022/03/nina-and-julianne.png?q=50&fit=crop&w=320&h=160&dpr=1.5 ,married,,80,,1,Arjen,male
Willian,31.0,Brazil,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2015/06/Willian.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"The University of Texas at Austin, Universidade Federal do Rio de Janeiro",75,,1,Willian,female
Rio Ferdinand,42.0,United kingdom,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2018/07/Rio-Ferdinand-1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Blackheath Bluecoat School,75,Graduate,2,Rio,female
Rivaldo Vitor,47.0,Brazil,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/12/470992488-pele-rivelino-rivaldo-e-dijalminha-1441192935.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,"The University of Texas at Austin, Universidade Federal do Rio de Janeiro",74,,2,Rivaldo,others
Sergio Aguero,32.0,,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2012/05/Sergio-Aguero.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,,70,,1,Sergio,male
Luis Suarez,34.0,,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/01/Luis-Suarez.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,70,,1,Luis,male
Zinedine Zidane,48.0,France,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/01/Zinedine-Zidane.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,CREPS - Regional Centre for Sports and Physical Education in Aix-en-Provence,70,Graduate,2,Zinedine,male
Radamel Falcao,35.0,,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/10/rf11.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Colegio San Pedro Claver de Bucaramanga,70,Graduate,1,Radamel,others
Yaya Toure,37.0,,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/05/Yaya_Touré.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,70,,1,Yaya,others
Juan Mata,31.0,Spain,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/03/Juan-Mata.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,"Spain's National Conservatory, Cristina Rota's New York School",63.4,,1,Juan,male
David Luiz,32.0,Brazil,soccer-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/05/David-Luiz.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,in a relationship,"The University of Texas at Austin, Universidade Federal do Rio de Janeiro",62,,1,David,male
Klaas-Jan Huntelaar,36.0,,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/03/Klaas-Jan-Huntelaar.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,60.3,,1,Klaas-Jan,others
Andy Carroll,31.0,United kingdom,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/06/Andy-Carroll.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Joseph Swan School,60,Graduate,1,Andy,male
Ryan Giggs,47.0,United kingdom,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/05/ryan-giggs-271734705.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University College London,60,,2,Ryan,male
Fernando Torres,37.0,Spain,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/05/Fernando-Torres.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Unknown,60,Graduate,1,Fernando,male
Steven Gerrard,40.0,United kingdom,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2012/05/Steven-Gerrard.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University College London,60,,1,Steven,male
Thierry Henry,43.0,France,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/Thierry_Henry_Net_Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Clairefontaine Academy,60,Graduate,2,Thierry,male
Franck Ribery,38.0,France,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2013/04/d50c507b4433013d8cbf446bce105877f53a856d.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Ecole Polytechnique (Bachelor of Arts & Science),60,,1,Franck,male
Clarence Seedorf,43.0,,soccer-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/02/Clarence-Seedorf.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,56.2,,2,Clarence,male
David Silva,35.0,Spain,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2012/05/David_Silva.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,"Spain's National Conservatory, Cristina Rota's New York School",55,,1,David,male
Sol Campbell,46.0,United kingdom,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2012/05/le-roc-sol-campbell-s-occupait-de-la-charniere-centrale-et-refera-d-ailleurs-une-petite-pige-chez-les-gunners-en-2011_59504_wide.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Lister Community School,55,Graduate,2,Sol,female
Robbie Keane,40.0,Ireland,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/05/Robbie-Keane.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Imperial College London,55,,1,Robbie,male
Alan Shearer,50.0,United kingdom,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/05/alanshearer.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Gosforth High School, Central Middle School",52.5,high school,2,Alan,male
Raúl González Blanco,42.0,Spain,soccer-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/03/Raul_2011-08-03.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Spain's National Conservatory, Cristina Rota's New York School",51.7,,2,Raúl,male
Andrea Pirlo,41.0,Italy,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/Andrea-Pirlo.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,University of Perugia,50,,2,Andrea,female
David Villa,39.0,Spain,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/David-Villa.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Spain's National Conservatory, Cristina Rota's New York School",50,,1,David,male
Luis Figo,47.0,,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/04/Luis-Figo.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,50,,2,Luis,male
Mesut Ozil,31.0,Germany,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/07/Mesut-Ozil-2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Hurtwood House school,50,,1,Mesut,male
Michael Owen,41.0,United kingdom,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2021/03/Michael_Owen.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Hawarden High School,50,high school,2,Michael,male
John Terry,40.0,United kingdom,soccer-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/05/John-Terry.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University College London,50,,1,John,male
Esteban Cambiasso,39.0,,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/11/Esteban-Cambiasso.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,,49.2,,1,Esteban,male
Lassana Diarra,34.0,France,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2015/02/Lassana-Diarra1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Ecole Polytechnique (Bachelor of Arts & Science),48.8,,1,Lassana,others
Robbie Fowler,46.0,United kingdom,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2012/05/Robbie-Fowler.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,University College London,46.5,,2,Robbie,male
Frank Lampard,42.0,United states,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/05/Frank-Lampard.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Brentwood School (GCSEs),45,Graduate,2,Frank,male
Joe Cole,39.0,United kingdom,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2012/05/87394101635923101223.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"St. Aloysius College, Haverstock School",45,Graduate,1,Joe,male
Fabio Cannavaro,47.0,Italy,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2019/08/Fabio-Cannavaro.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Perugia,45,,2,Fabio,male
Robinho,37.0,Brazil,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/Robinho.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"The University of Texas at Austin, Universidade Federal do Rio de Janeiro",45,,1,Robinho,others
Luke Shaw,24.0,United kingdom,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2014/11/Luke-Shaw.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,University College London,44.5,,1,Luke,male
Roy Keane,49.0,,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/05/Roy-Keane.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,44,,2,Roy,male
Javi Martínez,31.0,Spain,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/02/Javi-Martínez_.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,"Spain's National Conservatory, Cristina Rota's New York School",42.4,,1,Javi,others
Karim Benzema,33.0,France,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2018/12/Karim-Benzema.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Olympique Lyonnais,40,Graduate,1,Karim,male
Ricardo Quaresma,37.0,,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/Ricardo-Quaresma.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,40,,1,Ricardo,male
Gerard Pique,34.0,Spain,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/01/gerard-pique.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,in a relationship,"Spain's National Conservatory, Cristina Rota's New York School",40,,1,Gerard,male
Edinson Cavani,34.0,,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2018/07/Edinson-Cavani-2-1.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Asociación Uruguaya de Fútbol,40,Graduate,1,Edinson,others
Javier Mascherano,36.0,,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/01/Javier-Mascherano.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,40,,1,Javier,male
Pablo Aimar,40.0,,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/03/Pablo-Aimar.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,37.2,,1,Pablo,male
Petr Cech,38.0,,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/05/Petr-Cech.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,36,,1,Petr,male
Mario Balotelli,30.0,Italy,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/Mario_Balotelli_Net_Worth1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Unknown,35,Graduate,1,Mario,male
Mario Gotze,27.0,Germany,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2013/10/mg1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Hurtwood House school,35,,1,Mario,male
Gary Lineker,60.0,United kingdom,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2018/07/lineker.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,City of Leicester Boys' Grammar School,35,Graduate,2,Gary,male
Peter Crouch,40.0,United kingdom,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/05/peter-crouch.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Drayton Manor High School,35,high school,1,Peter,male
Michael Essien,38.0,,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2012/05/michael-essien_115224_wide.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,35,,1,Michael,male
Djibril Cisse,39.0,France,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/Djibril-Cisse-SIPA-145129_L.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Auxerre (Club's Youth System),35,Graduate,1,Djibril,male
Marco Di Vaio,43.0,Italy,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/03/Marco-Di-Vaio_.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Perugia,34.8,,2,Marco,male
José Antonio Reyes,36.0,Spain,soccer-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/03/José-Antonio-Reyes.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,"Spain's National Conservatory, Cristina Rota's New York School",33.6,,1,José,male
Lucas Moura,27.0,Brazil,soccer-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/05/Lucas-Moura.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,"The University of Texas at Austin, Universidade Federal do Rio de Janeiro",33,,1,Lucas,male
Patrick Vieira,44.0,France,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/05/Patrick-Vieira.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Ecole Polytechnique (Bachelor of Arts & Science),33,,2,Patrick,male
Roy Makaay,44.0,,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/02/Roy-Makaay.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,,32.6,,2,Roy,male
Henrikh Mkhitaryan,31.0,,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2015/02/Henrikh-Mkhitaryan1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,,32,,1,Henrikh,male
Diego Milito,40.0,,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2014/11/Diego-Milito.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,31.2,,1,Diego,male
Rafa Benitez,60.0,Spain,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/Rafa-Benitez.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Spain's National Conservatory, Cristina Rota's New York School",30,,2,Rafa,female
Raul Meireles,38.0,,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/Raul-Meireles.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,30,,1,Raul,male
Joe Hart,33.0,United kingdom,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/Joe-Hart.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Meole Brace School,30,Graduate,1,Joe,male
Dani Alves,36.0,Brazil,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/05/Dani-Alves.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,"The University of Texas at Austin, Universidade Federal do Rio de Janeiro",30,,1,Dani,male
James Rodríguez,28.0,,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/01/James-Rodriguez.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,,30,,1,James,male
Damien Duff,42.0,Ireland,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/05/Damien-Duff.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Imperial College London,30,,2,Damien,male
Tiago Mendes,39.0,,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/20081021dasdasftb_25.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,,30,,1,Tiago,male
Martin Palermo,47.0,,soccer-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/Martin-Palermo.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,,30,,2,Martin,male
Hidetoshi Nakata,43.0,Japan,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2014/07/Hidetoshi-Nakata.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Seiryo High School,28,,2,Hidetoshi,male
Nemanja Matic,31.0,,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/06/Nemanja-Matic.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,27,,1,Nemanja,male
Paul Scholes,46.0,United kingdom,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/05/paul_scholes.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,University College London,27,,2,Paul,male
Deco,43.0,,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/Deco.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,25,,2,Deco,others
Emmanuel Adebayor,37.0,,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2012/05/Emmanuel-Adebayor.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,25,,1,Emmanuel,male
Craig Bellamy,41.0,United kingdom,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/05/Craig-Bellamy-picture.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,University College London,25,,2,Craig,male
Michael Ballack,44.0,Germany,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/images-125.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Hurtwood House school,25,,2,Michael,male
Daniele De Rossi,37.0,Italy,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/Daniele-De-Rossi.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,University of Perugia,25,,1,Daniele,female
